OPUS    TIME    LOG_COL    NAT_COL    OFFSET_LOG    ANTICIPATION_INV    ANTICIPATION_OFF    ANTICIPATION_LIN    ANTICIPATION_EXP    DCPA    CROSSING_DIST
35    46.29162859916687    5.540319195963011    254.75930462329947    5.540319195963011    0.7344144088834308    0.7662422942496888    0.7973829970354829    0.7760625625538248    1.0059760963187756    -1.0
36    37.768866539001465    5.033193240207298    153.42214508375048    5.033193240207298    0.07582053610766833    0.07989953881792823    0.05978028844857299    0.06440809123600977    1.6282741561543226    -1.0
37    39.09652137756348    5.164557748271616    174.9600650681791    5.164557748271616    0.08360999871169356    0.08858862391656061    0.08230322510915847    0.07830771235405246    1.4075178920726223    -1.0
38    41.288461685180664    5.232880654018315    187.33166472393668    5.232880654018315    0.11375763079802294    0.12345264202766473    0.13744287854102255    0.11747063241501894    1.274651285184099    -1.0
39    37.13202476501465    5.016967809091254    150.95289116373942    5.016967809091254    0.058690522882303066    0.06139713226315087    0.048681340816658765    0.051693385279189534    1.653532839770925    -1.0
40    36.57183241844177    4.951766331131336    141.42454601263546    4.951766331131336    0.04725206486281831    0.048678126066763125    0.03416949101944269    0.0404945976613438    1.7430557926366888    -1.0
41    36.806878089904785    3.2832961153359728    26.663514035177897    3.2832961153359728    0.06548772276073245    0.06850228133051448    0.024616261989720195    0.04868057762748094    9.188241483049367    -1.0
42    30.62198305130005    2.0215128450558484    7.549737882101767    2.714360607918425    0.04931915363470921    0.052226401800535435    0.010675848768404776    0.03699578874990241    36.241339871461925    120.0
43    30.609079360961914    1.1504755532728488    3.159695155834983    1.8436192338314086    0.047194082224834136    0.050651074291129076    0.010587018302910787    0.03749572577560171    86.30844666046364    -1.0
44    30.73744010925293    2.1455959309991015    8.547133221547938    2.1455959309991015    0.06213706005705389    0.06565591299705557    0.007311338606571469    0.04582917216843294    31.80037383834361    -1.0
45    30.716371774673462    1.2055638787545664    3.3386411361970736    1.2055638787545664    0.060110272191426374    0.06461885686870301    0.007343615257691781    0.04686245365721494    81.73136162476399    -1.0
